Sentence,Label
"But as Admiral Yarnell has said, and he's been supported by most military authority, these islands that we're now talking about are not worth the bones of a single American soldier; and I know how difficult it is to sustain troops close to the shore under artillery bombardment.",appeal to (false) authority
"Now, as a result of our taking the strong stand that we did, the civil war there was ended; and today, at least in the south of Indochina, the Communists have moved out and we do have a strong, free bastion there.",false causality
"We are a government by the people, and when we move, it should be for very severe and extreme reasons that serve our national interests and end up with a stronger country behind us. It is only in that way that we can persevere.",appeal to emotion
"I will never send troops anywhere on a mission of that kind without telling them that if somebody shoots at them, they can darn well shoot back.",appeal to emotion
"We are going to, as I say, we're busy trying to find the centers where these operations stem from, and retaliation will be taken.",appeal to emotion
"Groucho Marx said, ""Who do you believe? -- me, or your own eyes?''",appeal to (false) authority
"In Lebanon, this President exercised American power, all right, but the management of it was such that our marines were killed, we had to leave in humiliation, the Soviet Union became stronger, terrorists became emboldened. And it was because they did not think through how power should be exercised, did not have the American public with them on a plan that worked, that we ended up the way we did.",false causality
a great display of presidential leadership.But,appeal to emotion
And the reason they blame Russia because they think they’re trying to tarnish me with Russia.,appeal to emotion
"Look, now she’s blaming—she got caught in a total lie.",ad hominem
And she lied.,ad hominem
It is such an assault on the basic promise that America makes that the law will treat individuals as individuals regardless of their status.,appeal to emotion
"I have a few African-American friends who have gone through this horror and, you know, it makes me want to kind of hit the wall because it's such an assault on their humanity and their citizenship. We can't tolerate it anymore.",appeal to emotion
It is unAmerican,appeal to emotion
"I had a friend a while ago who works in the government, works at the White House, African-American, stopped, surrounded by police for no other cause that anyone can determine than the color of his skin. That can't be in America anymore.",appeal to emotion
